sentence_id,text,char_count,word_count,phoneme_count,complexity_tag,t_synth_start,t_front_end_end,t_acoustic_end,t_vocoder_end,t_audio_write_end,front_end_ms,acoustic_ms,vocoder_ms,write_ms,total_synth_ms,audio_duration_s,n_samples,sample_rate,rtf,energy_j,energy_wh,energy_per_speech_s,mean_cpu,peak_cpu,peak_temp,throttled_any,amp_energy_j,amp_energy_wh,amp_mean_w,amp_peak_w,cpu_energy_wh,cpu_mean_w,mem_energy_wh,mem_mean_w
REF_0000,".La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort.",79,14,,anchor,6964.866081356,6964.875759656,6965.349348777,6966.041184891,6966.112843807,0.003981999725510832,473.1698840005265,690.9832119999919,71.63122800011479,1246.762450999995,3.889,85760,22050,0.32058689920287864,11.193296746359607,0.003109249096211002,2.8781940720904107,92.82559143098894,100.0,54.0,False,0.34820610094020044,9.672391692783345e-05,0.31654947916666665,0.316953125,0.0011884755962492906,3.7701320312470834,0.00022131721099143337,0.7133018902256466
A1_0001,.Le chat dort.,14,3,,short_plain,7024.86620855,7024.866811747,7025.108730221,7025.326729583,7025.368076428,0.0042219999158987775,241.72905100022035,217.45283600012044,41.326472999571706,501.8678779997572,1.173,25856,22050,0.4278498533672269,3.8489610670501024,0.0010691558519583617,3.281296732353028,78.87183013819728,97.43589743589743,51.25,False,0.12891290691879329,3.580914081077591e-05,0.32283,0.3232125,0.0003767832289453113,3.2201918456768,7.465091879570476e-05,0.676447148069176
A2_0002,.Le petit garçon mange une pomme rouge dans le jardin.,54,10,,medium_plain,7084.86628599,7084.866958267,7085.220491085,7085.671961759,7085.727313338,0.004499999704421498,353.2978169996568,450.920424999822,55.33187400033057,861.0273480007891,2.612,57600,22050,0.3296429356817722,8.34555770118914,0.002318210472552539,3.1950833465502066,85.01176290955974,97.61904761904762,53.45,False,0.2579493895163347,7.165260819898187e-05,0.32297343750000007,0.323690625,0.0009176464882402813,3.9307617736533333,0.0001543086979460964,0.6880706986665689
A3_0003,".Ce matin, je suis allé à la boulangerie du coin pour acheter du pain frais et deux croissants.",95,18,,long_plain,7144.86639358,7144.867168422,7145.371565967,7146.20717679,7146.284634139,0.004611999429471325,504.0940019998743,834.8242960000789,77.43414300057339,1418.2405590008784,4.644,102400,22050,0.30539202390199793,14.103471370981017,0.003917630936383616,3.036923206498927,90.79333803791005,100.0,54.55,False,0.41987745995450876,0.00011663262776514132,0.3229506696428572,0.3232921875,0.0016466669740832754,4.414116627364022,0.00025480172099258386,0.7094991001989529
B1_0004,.Les anciens amis ont attendu leurs enfants aux alentours.,58,9,,liaisons,7204.866468928,7204.867138946,7205.247987236,7205.746437553,7205.805449603,0.003963999915868044,380.60940000013943,497.7677609995226,58.9908629999627,938.9806749995842,2.833,62464,22050,0.3314439375219146,9.234331989012157,0.0025650922191700434,3.2595594737070797,83.92684889053966,97.67441860465117,53.45,False,0.2907153778113869,8.075427161427414e-05,0.32349406249999996,0.3287375,0.0009747553125952002,3.7111706704415006,0.00018221029035182782,0.725644115499359
B2_0005,".La Révolution française a éclaté le quatorze juillet mille sept cent quatre-vingt-neuf, près de Paris.",103,15,,number_words,7264.866533766,7264.867316841,7265.390209482,7266.263052424,7266.344501802,0.004382000042824075,522.5636959994517,872.0379040005355,81.42828200016083,1477.9680359997656,4.888,107776,22050,0.30236661947622046,14.74469396062159,0.004095748322394886,3.016508584415219,90.0169529514844,100.0,55.65,False,0.45119462841500896,0.00012533184122639137,0.3228246875,0.323371875,0.0016406228681891837,4.136279530936466,0.0002901438330659773,0.7378956687654878
B3_0006,".Attends… es-tu vraiment sûr ? Non, c'est impossible !",54,9,,prosody_punct,7324.866618157,7324.867306173,7325.28087096,7325.958459693,7326.02669993,0.004218999492877629,413.327911000124,676.7347879995214,68.22064100015268,1160.0817730004565,3.727,82176,22050,0.3112642267240291,11.73730394213286,0.0032603622061480163,3.1492631988550737,88.49398296044637,100.0,55.1,False,0.35436705499946813,9.843529305540781e-05,0.322807421875,0.3232125,0.0013337509967641043,4.2728515068289825,0.0002198887051650833,0.7046571087143118
B4_0007,.Monsieur Lenglet prendra le TGV de la SNCF jusqu'à Grenoble.,61,10,,proper_acronym,7384.866698087,7384.867388668,7385.242517077,7385.751805006,7385.816176473,0.005515999873750843,374.88180800028204,508.5703590002595,64.35043800047424,949.4783860000098,2.902,64000,22050,0.3271806981392177,9.13839842642749,0.0025384440073409694,3.149000146942622,85.21188560886893,97.5609756097561,54.0,False,0.2897722201555739,8.04922833765483e-05,0.32286187499999996,0.3239296875,0.0009589860296946533,3.6196428574106,0.00017727616092568597,0.705768405840588
C1_0008,".Le colis pèse trois virgule cinq kilos, coûte vingt-neuf virgule quatre-vingt-dix-neuf euros et arrivera vers quinze heures quarante-cinq.",139,18,,stacked_numbers,7444.866771786,7444.867625152,7445.607997663,7446.885809761,7446.986587859,0.0046470004235743545,739.9739399997998,1276.8634260000908,100.63950800031307,2119.816073000038,7.105,156672,22050,0.29835553455313696,21.341621752030743,0.0059282282644529845,3.0037469038748403,91.94368817603736,100.0,56.75,False,0.6459891762119689,0.00017944143783665803,0.3232755952380953,0.32995625,0.002419429658806818,4.238196328193761,0.00040742584899982904,0.7238009446548099
C2_0009,".Les poules du couvent couvent, tandis que les fils du tisserand tissent.",73,12,,homographs_g2p,7504.866850102,7504.867553158,7505.306365015,7505.986638325,7506.0572412,0.004073000127391424,438.5546769999564,679.347565000171,70.58226899971487,1190.3910979999637,3.843,84736,22050,0.30975568514180685,11.226363420416705,0.0031184342834490847,2.9212499142380186,90.03171037349472,100.0,54.55,False,0.3553516118709844,9.870878107527345e-05,0.32309296875,0.32377031250000005,0.001191113281547899,3.740191239333065,0.00022310091658450039,0.7222595940905517
