sentence_id,text,char_count,word_count,phoneme_count,complexity_tag,t_synth_start,t_front_end_end,t_acoustic_end,t_vocoder_end,t_audio_write_end,front_end_ms,acoustic_ms,vocoder_ms,write_ms,total_synth_ms,audio_duration_s,n_samples,sample_rate,rtf,energy_j,energy_wh,energy_per_speech_s,mean_cpu,peak_cpu,peak_temp,throttled_any,amp_energy_j,amp_energy_wh,amp_mean_w,amp_peak_w,cpu_energy_wh,cpu_mean_w,mem_energy_wh,mem_mean_w
REF_0000,".La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort.",79,14,,anchor,848.761443484,848.775195764,849.748872208,850.510293922,850.63149287,0.004815000011149095,973.2713339999464,760.6235509999806,121.17550300001767,1870.0493860000051,3.889,85760,22050,0.48085610336847656,16.05652065103308,0.004460144625286966,4.128701633076132,63.93154772978076,100.0,54.0,False,0.5253781436938452,0.00014593837324829032,0.30906571180555553,0.316484375,0.0015375419134198644,3.161794915561221,0.00029902249233699634,0.6298449697785011
A1_0001,.Le chat dort.,14,3,,short_plain,908.761545407,908.762130145,908.987538005,909.202515989,909.244552883,0.004721999971479818,225.2394220000724,214.44959599989488,42.01580300002661,483.0074760000116,1.173,25856,22050,0.41177107928389733,3.638454565977694,0.0010106818238826928,3.101836799639978,79.04993252361673,100.0,51.25,False,0.1279724294029624,3.554789705637845e-05,0.319859375,0.32289375000000003,0.0003052757152675003,2.870517694060326,8.875135497736723e-05,0.803716927801372
A2_0002,.Le petit garçon mange une pomme rouge dans le jardin.,54,10,,medium_plain,968.761609461,968.762283144,969.142154345,969.610384527,969.667194462,0.004555000032269163,379.62492400004066,467.70912699992095,56.79063800005224,905.5850009999631,2.612,57600,22050,0.34670176148543763,8.463883683197793,0.0023510788008882758,3.240384258498389,85.83229101521786,100.0,52.9,False,0.24722699352261496,6.867416486739304e-05,0.3103078125,0.31515625,0.0009488476356755868,4.287705034521178,0.00015094292657627701,0.6814202352115477
A3_0003,".Ce matin, je suis allé à la boulangerie du coin pour acheter du pain frais et deux croissants.",95,18,,long_plain,1028.761708842,1028.762480689,1029.283553992,1030.113407962,1030.193371614,0.004574000058710226,520.7607600000301,828.9804350001759,79.94544799998948,1431.6627719999815,4.644,102400,22050,0.30828225064599085,14.153324440119691,0.003931479011144359,3.0476581481739213,86.76518061883915,100.0,54.55,False,0.4195658228539687,0.0001165460619038802,0.2999389583333334,0.3146875,0.0014971644772131625,3.6726828837678798,0.00027641108874568,0.6999129564709974
B1_0004,.Les anciens amis ont attendu leurs enfants aux alentours.,58,9,,liaisons,1088.761796985,1088.762467914,1089.123186104,1089.621778916,1089.68058215,0.004833999810216483,360.4789600001368,498.0318120001357,58.78321499994854,918.7851649999175,2.833,62464,22050,0.3243152717966528,9.472085741904746,0.002631134928306874,3.3434824362529985,86.92127206023973,100.0,54.0,False,0.2572223187145707,7.145064408738075e-05,0.3216328125000001,0.32289375000000003,0.0011792513199161384,5.170719295398066,0.00017067327461148759,0.7546313222633443
B2_0005,".La Révolution française a éclaté le quatorze juillet mille sept cent quatre-vingt-neuf, près de Paris.",103,15,,number_words,1148.761890651,1148.762670626,1149.334725651,1150.254222912,1150.338230602,0.004555000032269163,571.7316040002061,918.7914169999658,83.9882810000745,1576.3399510001364,4.888,107776,22050,0.32249180666942234,14.668650497894435,0.00407462513830401,3.0009514111895323,87.3982145502123,97.5609756097561,55.65,False,0.4601162347027895,0.0001278100651952193,0.3066630859374999,0.310384375,0.0014481902321092845,3.441301950920875,0.00031587498336427597,0.7464236413783302
B3_0006,".Attends… es-tu vraiment sûr ? Non, c'est impossible !",54,9,,prosody_punct,1208.761994872,1208.762706275,1209.301671181,1209.987264675,1210.058034452,0.004889000138064148,538.7047650001477,685.0494880000042,70.749368999941,1296.0395799998423,3.727,82176,22050,0.34774338073513344,12.137708176687255,0.0033715856046353486,3.2566965861784962,84.66296637356733,100.0,55.65,False,0.37023275448859316,0.000102842431802387,0.3081604567307693,0.310690625,0.0013157780610315918,3.8909860448875078,0.00021033861537211084,0.6268249933647323
B4_0007,.Monsieur Lenglet prendra le TGV de la SNCF jusqu'à Grenoble.,61,10,,proper_acronym,1268.762079973,1268.762779192,1269.133426533,1269.649229073,1269.711694966,0.005425999916042201,370.39453199986383,515.1636380001037,62.44613300009405,949.6149930000684,2.902,64000,22050,0.32722777153689464,8.069210605041315,0.002241447390289254,2.780568781888806,85.14492782079432,100.0,54.55,False,0.2895186234860733,8.042183985724258e-05,0.32175984375,0.3232921875,0.0007101796652059263,2.8094890163312,0.00017053792119374364,0.676981727749823
C1_0008,".Le colis pèse trois virgule cinq kilos, coûte vingt-neuf virgule quatre-vingt-dix-neuf euros et arrivera vers quinze heures quarante-cinq.",139,18,,stacked_numbers,1328.762174227,1328.76303103,1329.489488068,1330.76659296,1330.870698244,0.004741000111607718,726.0706849999679,1276.2995549999232,104.08437500018408,2108.524017000036,7.105,156672,22050,0.29676622336383335,21.714797570411914,0.00603188821400331,3.0562698902761314,92.09623208184914,100.0,56.75,False,0.6440285984532887,0.00017889683290369133,0.3220308779761905,0.323371875,0.00249537455531334,4.4207449568165424,0.00040335727370025617,0.7192290856917132
C2_0009,".Les poules du couvent couvent, tandis que les fils du tisserand tissent.",73,12,,homographs_g2p,1388.762266742,1388.762963482,1389.205294356,1389.896936188,1389.970725986,0.004186000069239526,442.063619999999,691.0160959998848,73.76963100000467,1208.4592439998687,3.843,84736,22050,0.3144572583918472,11.143076537046843,0.0030952990380685675,2.8995775532258246,89.551280806897,100.0,55.1,False,0.32636221760806744,9.065617155779651e-05,0.29704361979166677,0.315859375,0.001191256686207538,3.8887394848866745,0.00022241720144086665,0.7285245991906967
