sentence_id,text,char_count,word_count,phoneme_count,complexity_tag,t_synth_start,t_front_end_end,t_acoustic_end,t_vocoder_end,t_audio_write_end,front_end_ms,acoustic_ms,vocoder_ms,write_ms,total_synth_ms,audio_duration_s,n_samples,sample_rate,rtf,energy_j,energy_wh,energy_per_speech_s,mean_cpu,peak_cpu,peak_temp,throttled_any,amp_energy_j,amp_energy_wh,amp_mean_w,amp_peak_w,cpu_energy_wh,cpu_mean_w,mem_energy_wh,mem_mean_w
REF_0000,".La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort.",79,14,,anchor,2727.587618219,2727.588406975,2728.057143619,2728.739856455,2728.809945398,0.00448199989477871,468.3836659996814,682.0117499996741,70.06949700007681,1222.3271789998762,3.889,85760,22050,0.31430372306502347,11.35519977219059,0.0031542221589418305,2.9198250892750295,97.25901142364557,100.0,62.25,False,0.32172817928588154,8.936893869052265e-05,0.32123039772727274,0.32313281250000003,0.0013877856886471268,4.904626778005783,0.00019433225233833523,0.6991513260434854
A1_0001,.Le chat dort.,14,3,,short_plain,2733.587716892,2733.588286639,2733.811759442,2734.016488184,2734.060933975,0.004556000021693762,223.31942600021648,204.226682999888,44.42501199991966,473.21708299978127,1.173,25856,22050,0.4034246231882193,4.916806079568019,0.0013657794665466719,4.1916505367161285,82.93589743589743,97.43589743589743,61.15,False,0.12889520070547245,3.580422241818679e-05,0.32228812500000004,0.3232125,0.000630816416212396,5.049891619116799,8.157829299836792e-05,0.720600418815608
A2_0002,.Le petit garçon mange une pomme rouge dans le jardin.,54,10,,medium_plain,2739.587811767,2739.588480684,2739.915726246,2740.375278713,2740.433077687,0.004110999725526199,327.0208300000377,459.0259260003222,57.77712100007193,845.2659200002017,2.612,57600,22050,0.3236086983155443,7.977684976567187,0.0022160236046019966,3.0542438654545125,85.96789128239703,100.0,62.8,False,0.2564704048935817,7.124177913710602e-05,0.32084253472222224,0.32265468750000004,0.0008152926748034492,3.5857278200639886,0.00016495687854668103,0.7210705080725155
A3_0003,".Ce matin, je suis allé à la boulangerie du coin pour acheter du pain frais et deux croissants.",95,18,,long_plain,2745.587899321,2745.588736097,2746.094488121,2746.936034893,2747.013609825,0.004054999863001285,505.3573959999085,840.8137040000838,77.54776399997354,1425.710504000108,4.644,102400,22050,0.3070005391903764,13.739747371181029,0.0038165964919947303,2.9586019317788605,91.47377265339856,100.0,65.0,False,0.4190820057458768,0.00011641166826274356,0.32201149553571434,0.3228140625,0.001531038900250939,4.087828757226636,0.00025034405215398474,0.6836041677695841
B1_0004,.Les anciens amis ont attendu leurs enfants aux alentours.,58,9,,liaisons,2751.907199854,2751.907848048,2752.270247865,2752.767235204,2752.826228583,0.004703999820776517,362.10132199994405,496.4133519997631,58.97258100003455,919.0287290002743,2.833,62464,22050,0.3244012456760587,9.270711435120461,0.0025751976208667946,3.2724007889588633,84.6036840067649,100.0,64.45,False,0.2891181762724936,8.031060452013711e-05,0.32190562500000003,0.32225624999999997,0.000995738482973314,3.79484660613275,0.00017306161482547904,0.678949037126076
B2_0005,".La Révolution française a éclaté le quatorze juillet mille sept cent quatre-vingt-neuf, près de Paris.",103,15,,number_words,2757.907294028,2757.908110488,2758.435219716,2759.306776978,2759.387543345,0.004647999958251603,526.767213000312,870.8285640000213,80.74555099983627,1480.2493170000162,4.888,107776,22050,0.30283332999182,14.690446577636775,0.004080679604899104,3.005410510973154,89.78044605708277,100.0,65.55,False,0.4496217569526836,0.00012489493248685654,0.32137145833333336,0.3232921875,0.001598070753212574,3.9673513722222866,0.00028187358208907364,0.7189043875325892
B3_0006,".Attends… es-tu vraiment sûr ? Non, c'est impossible !",54,9,,prosody_punct,2764.556617139,2764.557305335,2764.97233173,2765.644856417,2765.713958341,0.004054999863001285,414.8051629999827,671.9578110000839,69.08162699983222,1157.3412019997704,3.727,82176,22050,0.3105288977729462,10.442691110710939,0.0029007475307530387,2.8019026323345693,94.5780193276984,100.0,66.65,False,0.3225045320446907,8.95845922346363e-05,0.3222345170454546,0.32257500000000006,0.0011322590041236867,4.065749372001818,0.00020824521949520605,0.7309811010816145
B4_0007,.Monsieur Lenglet prendra le TGV de la SNCF jusqu'à Grenoble.,61,10,,proper_acronym,2770.556708021,2770.557384069,2770.915473694,2771.435498241,2771.499029242,0.0039450001168006565,357.8435959998387,519.3872419999934,63.50364799982344,942.3212209999292,2.902,64000,22050,0.3247144110957716,8.518407700682511,0.0023662243613006974,2.9353575812138217,93.16833751044277,100.0,65.55,False,0.2586854521062084,7.185707002950234e-05,0.3230015625,0.32808750000000003,0.0009457856956662783,4.037322640828233,0.000162413063858784,0.7125710910986801
C1_0008,".Le colis pèse trois virgule cinq kilos, coûte vingt-neuf virgule quatre-vingt-dix-neuf euros et arrivera vers quinze heures quarante-cinq.",139,18,,stacked_numbers,2776.556798484,2776.557713708,2777.296793818,2778.578318535,2778.679115301,0.004258999979356304,738.6064419997638,1280.8014460001687,100.77600599970538,2122.3168169999553,7.105,156672,22050,0.2987075041519993,21.377068978315734,0.005938074716198815,3.00873595753916,93.49641073366867,100.0,67.75,False,0.6432754626404011,0.00017868762851122255,0.3217894345238095,0.323053125,0.002375742242147974,4.1965818567361906,0.0004115993194496093,0.7366958017479895
C2_0009,".Les poules du couvent couvent, tandis que les fils du tisserand tissent.",73,12,,homographs_g2p,2786.072990466,2786.073649013,2786.492795598,2787.176680909,2787.245646088,0.004074999651493272,418.9073720003762,683.1325749999451,68.9435119998052,1172.6556219996382,3.843,84736,22050,0.30514067707510756,11.169713765391487,0.003102698268164302,2.906508916313163,90.55862494000611,100.0,66.65,False,0.3537611785941431,9.826699405392863e-05,0.3220835937500001,0.32289375000000003,0.0011679428051993323,3.7465104953863335,0.00022092657051580157,0.7309779878762
REF_0010,".La bise et le soleil se disputaient, chacun assurant qu'il était le plus fort.",79,14,,anchor,2792.073086136,2792.073806352,2792.503984897,2793.195691234,2793.265107397,0.004091999926458811,429.91062600003715,691.0460860003695,69.3942729999435,1192.0212610002636,3.889,85760,22050,0.3065109953716286,11.015785581034105,0.0030599404391761405,2.8325496479902563,90.95374592314617,100.0,68.85,False,0.3541174003009887,9.836594452805242e-05,0.32220976562500003,0.323371875,0.0011048487851737724,3.5440719139175,0.00024551544004142346,0.7886694449416467
A1_0011,.Le chat dort.,14,3,,short_plain,2798.073162974,2798.073723331,2798.295630611,2798.495651692,2798.539436849,0.004351999905338744,221.75436599991372,199.53126400014298,43.76367400027448,466.27387500029727,1.173,25856,22050,0.3975054347828621,4.001386863602749,0.0011114963510007636,3.411241997956308,83.49423982094072,97.5,65.55,False,0.12850711592465217,3.5696421090181155e-05,0.320768125,0.32225624999999997,0.0003712820029529268,3.2852421355457997,8.113139743928186e-05,0.7043314758642321
A2_0012,.Le petit garçon mange une pomme rouge dans le jardin.,54,10,,medium_plain,2804.073266404,2804.073919895,2804.405919735,2804.851020817,2804.907347438,0.004426000032253796,331.7756630003714,444.60426500018,56.305972000245674,834.0810340000644,2.612,57600,22050,0.3193265826952773,6.994065253730287,0.0019427959038139687,2.6776666361907684,90.91088777454348,100.0,65.55,False,0.22536351869121019,6.260097741422505e-05,0.32115800781250003,0.322096875,0.0006884937592720427,3.5455074248124996,0.00014890595728296818,0.7378977351144326
A3_0013,".Ce matin, je suis allé à la boulangerie du coin pour acheter du pain frais et deux croissants.",95,18,,long_plain,2810.073349351,2810.074107772,2810.584042993,2811.415338822,2811.495451538,0.004147999788983725,509.64092999993227,830.5753910003659,80.09052999977939,1422.1021869998367,4.644,102400,22050,0.30622355447886235,13.143817959991004,0.0036510605444419458,2.8302794918154617,92.22702922078984,100.0,67.2,False,0.41831420715235734,0.00011619839087565482,0.32197734375000003,0.3232921875,0.001367152740258327,3.7851389513685723,0.00026406703658414017,0.7294432481258915
B1_0014,.Les anciens amis ont attendu leurs enfants aux alentours.,58,9,,liaisons,2816.385752351,2816.386432306,2816.74315825,2817.234024768,2817.297024584,0.004556000021693762,356.48774899982527,490.2159899997969,62.978593000025285,911.2722330000906,2.833,62464,22050,0.32166333674553144,8.786794923654114,0.0024407763676816984,3.101586630305017,90.80079610567415,100.0,67.75,False,0.25640964817101286,7.122490226972579e-05,0.3200605902777778,0.32289375000000003,0.0010202676168033819,4.3547564638114,0.0001566041003627404,0.6975757067778265
B2_0015,".La Révolution française a éclaté le quatorze juillet mille sept cent quatre-vingt-neuf, près de Paris.",103,15,,number_words,2822.385840942,2822.38661229,2822.912375606,2823.793690875,2823.877615164,0.003925999862985918,525.418986999739,880.5801819999033,83.90495399999054,1491.7742220000036,4.888,107776,22050,0.3051911256137487,14.189101303174676,0.003941417028659632,2.9028439654612677,90.41771564621372,100.0,68.3,False,0.44989601990997646,0.00012497111664166012,0.3214101041666667,0.3224953125,0.0014661367942110884,3.6389662620545336,0.000294320680305092,0.7522673963449479
